,"Piment Purple Bio",3701450215736
,"Aubergine Blanche Ronde à oeuf Bio",3701450215767
1-255,"Melon Ananas",3701450215781
2-060,"Courge à huile Lady Godiva bio",3701450215798
2-128,"Potiron doux vert d'Hokkaido bio",3701450215828
,"Courge du Pérou bio",3701450215859
,"Potiron Petit Bonnet Turc bio",3701450215910
,"Gourde Pelerine / Calebasse bio",3701450216160
,"Mini Calebasse bio",3701450216177
,"Courge Plate de Corse bio",3701450216368
,"Courge Marenka bio",3701450216382
2-055,"Courge Bush Delicata Bio",3701450216603
,"Coloquintes Bio",3701450216917
2-170,"Tomate Pêche jaune Bio",3701450216924
2-179,"Tomate Black Zebra Bio",3701450216931
2-180,"Tomate Reine des Hâtives Bio",3701450216948
2-116,"Piment Antillais Bio",3701450216955
2-124,"Poivron Corno di toro rouge Bio",3701450216962
2-192,"Tomate Zuckertraube Bio",3701450216979
,"Tomate Yellow Giant Belgium",3701450216986
2-024,"Aubergine Monstrueuse de New York Bio",3701450216993
2-148,"Tomate Burbank Bio",3701450217006
2-188,"Tomate Têton de Vénus jaune Bio",3701450217013
,"Tomate Madara Bio",3701450217020
,"Tomate Raisin Vert Bio",3701450217037
,"Tomate Rose de podlaki Bio",3701450217044
2-054,"Courge Butternut Bio",3701450217051
2-152,"Tomate Coeur de Boeuf Bio",3701450217068
2-049,"Cornichon Hokus Bio",3701450217075
2-045,"Concombre Gele Tros Bio",3701450217082
2-047,"Concombre Rollinson's Télégraph Bio",3701450217099
1-161,"Melon Stellio F1",3701450217105
,"Concombre Le Généreux Bio",3701450217112
,"Courgette Verte non coureuse des Maraîchers Bio",3701450217129
2-102,"Melon Vert Olive d'Hiver Bio",3701450217136
,"Poivron Calvill de Vienne Bio",3701450217143
2-129,"Potimarron Red Kuri bio",3701450217150
2-097,"Melon Boule d'Or Bio",3701450217167
2-021,"Aubergine de Barbentane Bio",3701450217174
2-042,"Concombre cocktail Zehneria Scabra Bio",3701450217228
2-141,"Tomate Ananas Noire Bio",3701450217235
2-109,"Pastèque Lune Etoile Bio",3701450217242
2-146,"Tomate Black Cherry Bio",3701450217259
2-050,"Courge Blue Ballet bio",3701450217266
,"Porte-greffe Brigeor F1",3701450217273
1-113,"Courgette Atena Polka F1",3701450217280
1-106,"Concombre Vert long de Chine",3701450217297
1-104,"Concombre Raider F1",3701450217303
1-119,"Courgette Verte non coureuse d'Italie",3701450217310
1-225,"Tomate Galapagos",3701450217327
1-228,"Tomate Pink Thai Egg",3701450217334
1-231,"Tomate Tiny Tim",3701450217341
1-186,"Piment Serrano",3701450217358
1-182,"Piment Anaheim",3701450217440
1-185,"Piment Jalapeno",3701450217655
1-205,"Poivron Purple Bell",3701450217679
1-201,"Poivron Orange Horizon",3701450218621
1-203,"Poivron Sweet Banana",3701450218638
2-125,"Poivron Mandarine Bio",3701450218645
,"Tomate Jersey Devil Bio",3701450218706
2-126,"Poivron Yolo Wonder Bio",3701450218713
,"Aubergine Pusa Purple Cluster Bio",3701450218928
,"Tomate Osu Blue Bio",3701450218997
,"Aubergine Aomaro Bio",3701450219024
0-401,"Porte-greffe Arnold F1",3701450219055
,"Porte-greffe Aligator F1",3701450219086
2-048,"Concombre Sonja Bio",3701450219352
,"Poivron Mavras F1",3701450219543
,"Melon Magenta F1",3701450219604
,"Melon Gandalf F1",3701450219611
,"Cornichon Monolit F1",3701450219703
1-245,"Aubergine Riado F1",3701450219864
,"Tomate Liguria",3701450219871
,"Porte-greffe Capital F1",3701450219888
1-258,"Pastèque Mini Love F1",3701450219895
1-262,"Melon Edgar F1",3701450219901
1-259,"Potiron Jarradahle",3701450219918
1-253,"Courge Shishigatani",3701450219925
2-073,"Potiron Flat White Boer Bio",3701450219932
,"Pâtisson Patty Green Tint",3701450219949
1-250,"Concombre La Diva F1",3701450219956
2-132,"Poivron Chocolat Doux Bio (Sweet Chocolate)",3701450219963
,"Piment Sucette de Provence",3701450219970
1-269,"Pâtisson Panaché",3701450219987
1-274,"Piment de Padrón",3701450219994
1-275,"Poivron Piquillo de Lodosa",3701450220006
,"Aubergine Tsakoniki",3701450220075
,"Tomate Perle de Lait Bio",3701450220082
,"Poivron Ferenc Tender Bio",3701450220099
2-118,"Poivron Tequila Sunrise Bio",3701450220105
1-279,"Tomate ARTISAN™ Pink Bumble Bee",3701450220112
1-280,"Tomate ARTISAN™ Purple Bumble Bee",3701450220129
1-281,"Tomate ARTISAN™ Golden Bumble Bee",3701450220136
1-282,"Tomate ARTISAN™ Green Tiger",3701450220143
1-283,"Tomate ARTISAN™ Pink Tiger",3701450220150
1-284,"Tomate ARTISAN™ Blush Tiger",3701450220167
1-285,"Tomate ARTISAN™ Lucky Tiger",3701450220174
1-286,"Tomate INDIGO™ Apple",3701450220181
1-287,"Tomate INDIGO™ Blue Berries",3701450220198
1-288,"Tomate INDIGO™ Rose",3701450220204
1-289,"Tomate INDIGO™ Blue Beauty",3701450220211
1-290,"Tomate INDIGO™ Pear Drops",3701450220228
1-291,"Tomate INDIGO™ Cherry Drops",3701450220235
1-292,"Tomate Poire Chocolat",3701450220242
,"Pack ARTISAN™ Tiger",3701450220259
1-293,"Concombre Tribute F1",3701450220266
1-294,"Melon Alvaro F1",3701450220273
2-193,"Tomate Joie de la Table Bio",3701450220280
1-299,"Tomate Baby Boomer F1",3701450220297
1-300,"Tomate Big Daddy F1",3701450220303
1-301,"Tomate Big Mama F1",3701450220310
1-302,"Tomate Bountiful F1",3701450220693
1-303,"Tomate Brandy Boy F1",3701450221256
1-304,"Tomate BushSteak F1",3701450221294
1-305,"Tomate Cherokee Purple",3701450221317
1-307,"Tomate Gigantomo F1",3701450221324
1-308,"Tomate Green Envy",3701450221683
1-309,"Tomate Orange Wellington F1",3701450221706
1-310,"Tomate Big Pink F1",3701450221713
1-311,"Tomate Knockout (ex-Porterhouse) F1",3701450221867
1-312,"Tomate Tomande F1",3701450222116
1-313,"Tomate White Cherry",3701450222123
1-314,"Tomate Chocolate Cherry",3701450222147
,"Melon Honey Bun F1",3701450222161
1-316,"Piment Hungarian Black",3701450222178
1-297,"Poivron Oda",3701450222185
1-318,"Pâtisson Gagat",3701450222192
1-319,"Pâtisson Jaune",3701450222208
1-320,"Pâtisson Orange",3701450222222
1-321,"Tomate Black from Tula",3701450222239
1-322,"Tomate Figiel",3701450222246
1-323,"Tomate Malinowy Ozarowski",3701450222260
1-324,"Pastèque Zloto Wolicy F1",3701450222284
2-136,"Piment Gorria Bio",3701450222291
2-051,"Poivron Caviar Calabrais Bio",3701450222307
1-326,"Pastèque Janosik",3701450222314
2-074,"Courgette Genovese Bio",3701450222338
2-076,"Courgette Ortolana di Faenza Bio",3701450222345
1-108,"Courgette Striato d'Italia",3701450223526
2-104,"Pastèque Crimson Sweet Bio",3701450223632
2-044,"Concombre Marketmore Bio",3701450223922
2-131,"Poivron Quadrato d'Asti rouge Bio",3701450224141
1-329,"Poivron Sakura",3701450224172
1-330,"Poivron Monanta",3701450224189
1-331,"Poivron Ingrid",3701450224196
1-332,"Poivron Ontara",3701450224202
1-333,"Poivron Garnet F1",3701450224219
1-334,"Poivron Ornela",3701450224226
1-335,"Poivron Zorza",3701450224233
1-336,"Poivron Topgirl",3701450224264
,"Poivron Etiuda",3701450224271
1-338,"Poivron Rewia",3701450224288
1-339,"Poivron Marta Polka",3701450224295
1-340,"Poivron Cardinal F1",3701450224301
,"Porte-greffe Brutus F1",3701450224318
,"Tomate Yellow Giant Belgium Bio",3701450224325
1-341,"Aubergine Laura",3701450224332
1-344,"Tomate Brutus",3701450224349
1-346,"Piment Hot Lemon",3701450224356
1-535,"Courgette Pic-N-Pic F1",3701450224417
1-405,"Courgette Sure Thing F1",3701450224424
1-349,"Courge Butterbush",3701450224431
,"Concombre Nimrod F1",3701450224448
1-352,"Tomate Honey Delight F1",3701450224455
1-353,"Tomate Cherry Baby F1",3701450224509
,"Porte-greffe Neffiac PG14 F1",3701450224516
1-354,"Poivron Lemon Dream",3701450224752
1-355,"Poivron Tangerine Dream",3701450225353
1-356,"Poivron Kobold F1",3701450225360
,"Poivron Brandy Red F1",3701450225384
,"Poivron Barbados F1",3701450225438
1-359,"Poivron Takila F1",3701450225704
,"Pack ""snack-pepper"" : des mini-poivrons pour l'apéritif !",3701450226282
,"Aubergine Ophelia F1",3701450226428
,"Aubergine Orlando F1",3701450226503
2-194,"Tomate Oxheart Striped Bio",3701450226510
2-195,"Tomate Brad's Black Heart Bio",3701450226527
,"Tomate Coeur de Boeuf Blanc Bio",3701450226534
,"Tomate Verna Bio",3701450226541
,"Tomate Moon Glow Bio",3701450226558
1-362,"Poivron Terrazzi F1",3701450226565
1-363,"Poivron Balconi F1",3701450226572
1-093,"Courge Makaronowa Warszawska",3701450226589
2-199,"Tomate Glacier Bio",3701450226596
2-200,"Tomate Gregory Altaï Bio",3701450226602
2-158,"Tomate Orange Banana Bio",3701450226619
1-364,"Potiron Karowita Bis",3701450226626
1-369,"Courgette Nimba",3701450226633
1-370,"Piment Hungarian Yellow Wax Hot",3701450226640
1-160,"Melon Seledyn F1",3701450226657
1-371,"Melon Model",3701450226664
2-204,"Courgette Zuboda (Mutabile) Bio",3701450226671
1-373,"Tomate Herodes",3701450226688
,"Poivron Zorka Bio",3701450226695
,"Tomate Costoluto Genovese Bio",3701450226756
,"Tomate Bawole Serve Bio",3701450226763
,"Poivron Boyanska Kapiya Bio",3701450226770
2-383,"Tomate Chocolate Stripes Bio",3701450226787
2-094,"Melon Ogen bio",3701450226794
1-374,"Courge Small Wonder F1",3701450226800
1-375,"Courge Stripetti F1",3701450226817
1-076,"Giraumon Rouge très hâtif d'Etampes",3701450226824
2-183,"Tomate Russe Rouge Bio",3701450226831
,"Melon Orange Sherbert F1",3701450226848
2-211,"Courge Violina Bio",3701450226855
2-219,"Aubergine Listada de Gandia Bio",3701450226862
1-042,"Poivron Roberta F1",3701450226879
2-220,"Cornichon Fin de Meaux Bio",3701450226886
1-377,"Potiron Bambino",3701450226893
1-382,"Poivron Samson F1",3701450226909
2-222,"Courgette Lingodor (Eq. Parador) F1 Bio",3701450226916
,"Aubergine Baluroi F1 Bio",3701450226923
2-224,"Courgette Majestée (eq. Amalthée) F1 Bio",3701450226961
2-225,"Melon Griselet F1 Bio",3701450226985
2-226,"Courgette Geode F1 Bio",3701450226992
2-228,"Piment de Cayenne Bio",3701450227067
,"Porte-greffe Magnus F1",3701450227098
1-385,"Courgette Wanda",3701450227135
2-231,"Tomate Costoluto Fiorentino Bio",3701450227173
1-391,"Cornichon Amélioré de Bourbonne",3701450227371
2-234,"Melon Candilo F1 Bio",3701450229504
2-235,"Courgette Satelite F1 Bio",3701450229511
,"Courgette ronde & Bio",3701450229528
,"Piment Aji Delight",3701450229832
,"Piment Havana Gold",3701450230166
,"Piment Spangles",3701450230333
,"Piment Hot Thaï",3701450230609
,"Piment Midas",3701450230616
,"Piment Zimbabwe Black",3701450230623
,"Piment Trinidad Perfume",3701450230630
1-399,"Piment Machu Pichu",3701450230647
,"Tomate Black Opal",3701450230654
,"Tomate Garnet",3701450230661
,"Tomate Rosella",3701450230678
1-403,"Tomate Sweet Aperitif",3701450230685
1-404,"Tomate Honey Moon F1",3701450230692
2-236,"Courge Orangetti F1",3701450230708
,"Courgette Shooting Star F1",3701450230715
1-407,"Courgette Black Forest F1",3701450230722
1-296,"Aubergine Violette de Florence",3701450232986
1-244,"Tomate Hugo",3701450232993
,"Melon Asian Delight F1",3701450233006
,"Melon SuperBall F1",3701450233013
1-414,"Melon Ginger F1",3701450233020
1-415,"Melon Tamari F1",3701450233266
1-416,"Poivron Stuff Enuff F1",3701450233273
,"Poivron Confetti F1",3701450233280
1-418,"Tomate Shimmer F1",3701450233297
,"Courge Sweet Dumpling (Patidou)",3701450233303
1-177,"Courge Jack Be Little ",3701450233310
1-420,"Pâtisson verruqueux Disco",3701450233327
1-422,"Courge longue de Nice",3701450233334
1-423,"Piment Orange Pepperoncini",3701450233341
1-425,"Concombre du Kenya (Kiwano)",3701450233358
1-427,"Aubergine Green Knight F1",3701450233365
1-428,"Aubergine White Knight F1",3701450233372
1-429,"Tomate Honeycomb F1",3701450233389
1-430,"Courgette Butterstick F1",3701450233525
2-246,"Potimarron Fictor bio",3701450233532
2-247,"Potimarron Solor bio",3701450233549
2-248,"Courge / Courgette Zapallito del Tronco Bio",3701450233556
2-249,"Aubergine Longue Violette Bio",3701450233570
2-250,"Tomate Apero F1 Bio",3701450233587
1-433,"Melon Yoga F1",3701450233594
2-256,"Courgette Black Beauty Bio",3701450233600
,"Courgette Blanche de Trieste",3701450233655
2-268,"Tomate Cerise rouge Bio",3701450233662
2-209,"Tomate Goldene Königin Bio",3701450233679
2-159,"Tomate Sainte Lucie Bio",3701450233686
1-257,"Melon branco do Ribatejo",3701450233693
2-274,"Courge Tivano F1 Bio",3701450233846
,"Poivron Conyl F1",3701450233853
1-446,"Poivron Coronor F1",3701450234133
,"Poivron Conored F1",3701450234362
1-448,"Tomate Pepe F1",3701450234379
,"Tomate Sungold F1",3701450234386
1-450,"Tomate Stargold F1",3701450234485
,"Aubergines rondes en pack : offre spéciale !",3701450234522
1-114,"Tomate Montserrat",3701450234621
1-135,"Melon Piel de Sapo",3701450234638
1-058,"Melon Rochet",3701450234652
1-441,"Poivron Peleus",3701450234669
1-049,"Courgette White Lebanon",3701450234683
,"Pastèque Janosik - 1 kg",3701450234690
1-453,"Tomate Rubylicious F1",3701450234706
,"Aubergine Genie F1",3701450234836
2-178,"Aubergine Tsakoniki Bio",3701450234843
2-280,"Potimarron Orange Summer F1 Bio",3701450234898
2-282,"Piment Boule de Turquie Bio",3701450234980
2-283,"Tomate Liguria Bio",3701450234997
2-281,"Poivron Petit Marseillais Bio",3701450235000
2-205,"Courge Carat Bio",3701450235024
1-068,"Courgette Strike F1",3701450235031
2-289,"Poivron  Cubo orange Bio",3701450235055
2-291,"Piment Sucette de Provence Bio",3701450235062
1-455,"Poivron Friariello Napoletano",3701450235079
2-294,"Poivron Xaro Bio",3701450235086
2-295,"Poivron Flynn Bio",3701450235093
2-297,"Poivron Zazu Bio",3701450235109
2-296,"Poivron Kyra Bio",3701450235116
2-298,"Poivron Arwen Bio",3701450235123
1-458,"Piment Boule de feu",3701450235130
1-136,"Piment Jaune du Burkina",3701450235147
1-460,"Piment piquant d'Algérie",3701450235154
2-197,"Courgette Blanche de Trieste Bio",3701450235161
1-463,"Courgette Cora F1",3701450235178
2-037,"Courgette Ola Escaladora Bio",3701450235185
1-464,"Poivron Eternity F1",3701450235192
1-465,"Tomate Paoline F1",3701450235208
1-466,"Tomate Gourmansun F1",3701450235215
1-468,"Tomate BuffaloPink F1",3701450235222
1-467,"Tomate BuffaloSun F1",3701450235239
1-469,"Aubergine Fabina F1",3701450235246
1-470,"Aubergine Classic F1",3701450235253
1-471,"Pastèque Sunlove F1",3701450235260
1-473,"Concombre Santos F1",3701450235277
2-218,"Courgette Costata Romanesco Bio",3701450235284
2-301,"Piment Doux des Landes Bio",3701450235291
2-300,"Pastèque Charleston gray Bio",3701450235307
1-202,"Concombre Burpless Tasty Green F1",3701450235314
1-242,"Courge Ariel F1",3701450235321
,"Pack ""snack-pepper"" : des mini-poivrons pour l'apéritif !",3701450235338
1-410,"Aubergine Beatrice F1",3701450235345
1-317,"Courgette Tempest F1",3701450235352
1-191,"Courgette Verte non coureuse des Maraîchers",3701450235369
1-276,"Aubergine Ronde de Valence",3701450235376
1-006,"Aubergine Barbarella F1",3701450235383
2-039,"Courgette  Striato d'Italia Bio",3701450235390
2-088,"Poivron Cubanelle Bio",3701450235406
2-117,"Tomate Yellow Esther Hess Bio",3701450235413
2-090,"Tomate Striped Cavern Bio",3701450235420
2-168,"Courgette Luneor F1 Bio",3701450235437
1-072,"Concombre White Wonder",3701450235444
2-304,"Concombre de Russie Bio",3701450235451
2-303,"Poivron Quadrato d'Asti jaune Bio",3701450235468
2-207,"Concombre (mini) Kaikura F1 bio",3701450235475
2-191,"Cornichon Adam F1 Bio",3701450235482
1-266,"Cornichon Aztec F1",3701450235499
2-308,"Tomate Délice des jardiniers Bio (Gardener's delight)",3701450235505
2-309,"Tomate Orange Queen Bio",3701450235512
2-310,"Tomate Petit moineau Bio",3701450235529
2-311,"Melon Ananas d'Amérique rouge Bio",3701450235536
2-312,"Aubergine Diamond Bio",3701450235543
2-313,"Potiron Vert Olive Bio",3701450235550
2-314,"Potiron Tristar Bio (Triamble)",3701450235567
1-393,"Tomate Andine Cornue Sél. Anca",3701450235574
1-243,"Courgette Zéphyr F1",3701450235581
1-487,"Poivron Calibello F1",3701450235598
1-493,"Concombre Slice King F1",3701450235604
1-494,"Courge butternut Atlas F1",3701450235611
1-495,"Courge butternut Titan F1",3701450235628
1-496,"Potimarron Colinky F1",3701450235635
1-497,"Courge Iron Cap F1",3701450235642
1-499,"Melon Cordial F1",3701450235659
1-500,"Pastèque Fire Ball F1",3701450235666
1-491,"Tomate cerise Sweet Million F1",3701450235673
1-492,"Concombre Pharo F1",3701450235680
,"Melon Aztec F1",3701450235697
1-503,"Courge Butternut",3701450235703
1-506,"Concombre Poinsett",3701450235710
1-507,"Courgette Quarantaine",3701450235727
1-514,"Aubergine Elisa F1",3701450235734
1-515,"Aubergine Patio Baby F1",3701450235741
1-516,"Aubergine Violet Knight F1",3701450235758
1-523,"Concombre Flamingo F1",3701450235765
1-524,"Concombre Jounia F1",3701450235772
1-525,"Concombre Louisa F1",3701450235789
1-526,"Concombre Merlin F1",3701450235796
1-527,"Concombre Palladium F1",3701450235802
1-528,"Concombre Party Time F1",3701450235819
1-530,"Concombre Swing F1",3701450235826
1-529,"Concombre Paska F1",3701450235833
2-321,"Cornichon Diamant F1 Bio",3701450235840
1-088,"Concombre Iznik F1",3701450235857
1-351,"Concombre Picklebush F1",3701450235864
2-322,"Cornichon Profi F1 Bio",3701450235871
1-498,"Pastèque Little Darling F1",3701450235888
1-402,"Melon Mangomel F1",3701450235895
1-542,"Piment Peppino F1",3701450235901
1-536,"Piment Sumher F1",3701450235918
1-537,"Poivron Afterglow F1",3701450235925
1-539,"Poivron Goldenstar F1",3701450235932
1-540,"Poivron Patrizio F1",3701450235949
1-546,"Tomate Garance F1",3701450235956
1-538,"Poivron Agio F1",3701450235963
1-541,"Poivron Midinor Red F1 (eq. Popti)",3701450235970
1-357,"Courgette ronde Sun Ball F1",3701450235987
1-545,"Tomate Consuelo F1",3701450235994
1-547,"Tomate Super Sauce F1",3701450236007
1-606,"Tomate Aprikola F1",3701450236014
1-552,"Aubergine Bellini F1 (Mini)",3701450236021
1-553,"Aubergine Black Stream F1",3701450236038
1-554,"Aubergine Calliope F1",3701450236045
1-555,"Aubergine Leire F1",3701450236052
1-556,"Aubergine Sharapova F1",3701450236069
1-558,"Concombre Corinto F1",3701450236076
1-559,"Concombre Cucko F1",3701450236083
1-560,"Concombre Hillwood F1",3701450236090
1-561,"Concombre Snack F1",3701450236106
1-562,"Courge Miss Sophie Pink",3701450236113
1-563,"Courge Nidor F1",3701450236120
1-564,"Potimarron Rabea F1",3701450236137
2-325,"Courge Butternut Trevor F1 Bio (eq Ripor)",3701450236144
2-326,"Courgette Cyriac F1 Bio",3701450236151
1-570,"Melon Noir des Carmes",3701450236168
1-571,"Melon Funambul F1",3701450236175
1-675,"Courgette Lorea F1",3701450236182
1-674,"Cornichon Regal F1",3701450236199
2-334,"Tomate Vivaroma Bio",3701450236205
2-330,"Tomate Sunviva Bio",3701450236212
1-566,"Aubergine Roby F1",3701450236229
2-331,"Tomate Primavera Bio",3701450236236
2-388,"Tomate Dorada Bio",3701450236243
2-333,"Tomate Clou Bio",3701450236250
1-572,"Melon Sunlight F1",3701450236267
1-573,"Pastèque Nanoor F1",3701450236274
2-335,"Tomate Vivagrande Bio",3701450236281
2-336,"Tomate Resibella Bio",3701450236298
1-575,"Poivron Elsa F1",3701450236304
1-576,"Poivron Ilyn F1",3701450236311
2-337,"Tomate Rondobella Bio",3701450236328
2-338,"Tomate Golden Currant Bio",3701450236335
1-580,"Tomate Amirou F1",3701450236342
2-327,"Poivron Lassustea Bio",3701450236359
2-374,"Tomate Anacoeur® Bio",3701450236366
1-577,"Poivron Lilo F1",3701450236373
1-581,"Tomate Ananas Sélection Anasun",3701450236380
1-578,"Poivron Olly F1",3701450236397
1-579,"Poivron Waldo F1",3701450236403
1-605,"Tomate Yellow Gold F1",3701450236410
1-582,"Tomate As De Coeur® F1",3701450236427
1-583,"Tomate Atyliade F1",3701450236434
1-604,"Tomate Tropicalsun F1",3701450236441
1-603,"Tomate Sunpeach F1",3701450236458
1-602,"Tomate Sunorange F1",3701450236465
1-601,"Tomate Sunlemon F1",3701450236472
1-600,"Tomate Sungreen F1",3701450236489
1-599,"Tomate Sunchocola F1",3701450236519
1-598,"Tomate Perlino® Red F1",3701450236557
1-597,"Tomate Noire De Crimee Sélection Yalta",3701450236632
1-596,"Tomate Nightshade F1",3701450236649
1-595,"Tomate Mini Tiger Eyes F1",3701450236656
1-594,"Tomate Marmande Sélection Adour Côtelée",3701450236915
1-588,"Tomate Jouvance F1",3701450237271
1-592,"Tomate Golotyna F1",3701450237936
1-591,"Tomate Elvirado F1",3701450237943
1-590,"Tomate Dattored F1",3701450237950
1-589,"Tomate Dattorange F1",3701450237974
1-587,"Tomate Dattochoco F1",3701450237981
1-586,"Tomate Coeur De Boeuf Sélection Cardinal",3701450237998
1-585,"Tomate Bellemar F1",3701450238001
1-584,"Tomate Bauna F1",3701450238018
1-609,"Aubergine Kazimir F1",3701450238025
1-610,"Concombre Crokdelis F1",3701450238032
1-611,"Courgette Astia F1",3701450238049
1-612,"Courgette Boldenice F1",3701450238056
1-676,"Tomate INDIGO™ Kumquat F1",3701450238063
1-647,"Courgette Orélia F1",3701450238070
